category	ID	term	count	genes	logFC	adj_pval	zscore
BP	GO:0050691	regulation of defense response to virus by host	5	AUG_V2A.18778	1.008820338	1.896030732	2.236067977
BP	GO:0046427	positive regulation of receptor signaling pathway via JAK-STAT	5	AUG_V2A.21289	1.882807513	1.896030732	0.447213595
BP	GO:0046427	positive regulation of receptor signaling pathway via JAK-STAT	5	AUG_V2A.13264	2.079556078	1.896030732	0.447213595
BP	GO:0046427	positive regulation of receptor signaling pathway via JAK-STAT	5	AUG_V2A.07632	2.254382473	1.896030732	0.447213595
BP	GO:0046427	positive regulation of receptor signaling pathway via JAK-STAT	5	AUG_V2A.14188	-0.294625409	1.896030732	0.447213595
BP	GO:0046427	positive regulation of receptor signaling pathway via JAK-STAT	5	AUG_V2A.01297	-1.146973497	1.896030732	0.447213595
BP	GO:1904894	positive regulation of receptor signaling pathway via STAT	5	AUG_V2A.21289	1.882807513	1.896030732	0.447213595
BP	GO:1904894	positive regulation of receptor signaling pathway via STAT	5	AUG_V2A.13264	2.079556078	1.896030732	0.447213595
BP	GO:1904894	positive regulation of receptor signaling pathway via STAT	5	AUG_V2A.07632	2.254382473	1.896030732	0.447213595
BP	GO:1904894	positive regulation of receptor signaling pathway via STAT	5	AUG_V2A.14188	-0.294625409	1.896030732	0.447213595
BP	GO:1904894	positive regulation of receptor signaling pathway via STAT	5	AUG_V2A.01297	-1.146973497	1.896030732	0.447213595
BP	GO:0031050	dsRNA processing	8	AUG_V2A.00902	0.484078264	1.803861385	2.828427125
BP	GO:0031050	dsRNA processing	8	AUG_V2A.00904	1.095167896	1.803861385	2.828427125
BP	GO:0031050	dsRNA processing	8	AUG_V2A.24748	0.505481042	1.803861385	2.828427125
BP	GO:0031050	dsRNA processing	8	AUG_V2A.12144	1.552556721	1.803861385	2.828427125
BP	GO:0031050	dsRNA processing	8	AUG_V2A.17119	1.020270176	1.803861385	2.828427125
BP	GO:0031050	dsRNA processing	8	AUG_V2A.23797	1.170319065	1.803861385	2.828427125
BP	GO:0031050	dsRNA processing	8	AUG_V2A.09093	0.688922593	1.803861385	2.828427125
BP	GO:0031050	dsRNA processing	8	AUG_V2A.19226	1.091068062	1.803861385	2.828427125
BP	GO:0070918	production of small RNA involved in gene silencing by RNA	8	AUG_V2A.00902	0.484078264	1.803861385	2.828427125
BP	GO:0070918	production of small RNA involved in gene silencing by RNA	8	AUG_V2A.00904	1.095167896	1.803861385	2.828427125
BP	GO:0070918	production of small RNA involved in gene silencing by RNA	8	AUG_V2A.24748	0.505481042	1.803861385	2.828427125
BP	GO:0070918	production of small RNA involved in gene silencing by RNA	8	AUG_V2A.12144	1.552556721	1.803861385	2.828427125
BP	GO:0070918	production of small RNA involved in gene silencing by RNA	8	AUG_V2A.17119	1.020270176	1.803861385	2.828427125
BP	GO:0070918	production of small RNA involved in gene silencing by RNA	8	AUG_V2A.23797	1.170319065	1.803861385	2.828427125
BP	GO:0070918	production of small RNA involved in gene silencing by RNA	8	AUG_V2A.09093	0.688922593	1.803861385	2.828427125
BP	GO:0070918	production of small RNA involved in gene silencing by RNA	8	AUG_V2A.19226	1.091068062	1.803861385	2.828427125
BP	GO:0010390	histone monoubiquitination	6	AUG_V2A.18779	2.04627462	1.77410399	2.449489743
BP	GO:0010390	histone monoubiquitination	6	AUG_V2A.12488	0.903230733	1.77410399	2.449489743
BP	GO:0010390	histone monoubiquitination	6	AUG_V2A.17838	1.755619591	1.77410399	2.449489743
BP	GO:0010390	histone monoubiquitination	6	AUG_V2A.15949	0.326991691	1.77410399	2.449489743
BP	GO:0010390	histone monoubiquitination	6	AUG_V2A.18140	1.200835864	1.77410399	2.449489743
BP	GO:0010390	histone monoubiquitination	6	AUG_V2A.18778	1.008820338	1.77410399	2.449489743
BP	GO:0033209	tumor necrosis factor-mediated signaling pathway	8	AUG_V2A.13869	0.348547701	1.702441915	2.828427125
BP	GO:0033209	tumor necrosis factor-mediated signaling pathway	8	AUG_V2A.03753	2.154081298	1.702441915	2.828427125
BP	GO:0033209	tumor necrosis factor-mediated signaling pathway	8	AUG_V2A.19929	2.223767407	1.702441915	2.828427125
BP	GO:0033209	tumor necrosis factor-mediated signaling pathway	8	AUG_V2A.13867	0.553481076	1.702441915	2.828427125
BP	GO:0033209	tumor necrosis factor-mediated signaling pathway	8	AUG_V2A.16670	2.215543416	1.702441915	2.828427125
BP	GO:0033209	tumor necrosis factor-mediated signaling pathway	8	AUG_V2A.20485	0.555268117	1.702441915	2.828427125
BP	GO:0033209	tumor necrosis factor-mediated signaling pathway	8	AUG_V2A.14805	0.43743541	1.702441915	2.828427125
BP	GO:0033209	tumor necrosis factor-mediated signaling pathway	8	AUG_V2A.00983	0.975101235	1.702441915	2.828427125
BP	GO:0002040	sprouting angiogenesis	10	AUG_V2A.00392	0.490863136	1.679496098	0.632455532
BP	GO:0002040	sprouting angiogenesis	10	AUG_V2A.14188	-0.294625409	1.679496098	0.632455532
BP	GO:0002040	sprouting angiogenesis	10	AUG_V2A.10996	-1.183034711	1.679496098	0.632455532
BP	GO:0002040	sprouting angiogenesis	10	AUG_V2A.11153	-0.840537619	1.679496098	0.632455532
BP	GO:0002040	sprouting angiogenesis	10	AUG_V2A.01379	-0.320101899	1.679496098	0.632455532
BP	GO:0002040	sprouting angiogenesis	10	AUG_V2A.01703	0.509421831	1.679496098	0.632455532
BP	GO:0002040	sprouting angiogenesis	10	AUG_V2A.07415	1.479624803	1.679496098	0.632455532
BP	GO:0002040	sprouting angiogenesis	10	AUG_V2A.16051	1.729863461	1.679496098	0.632455532
BP	GO:0002040	sprouting angiogenesis	10	AUG_V2A.00891	1.727167556	1.679496098	0.632455532
BP	GO:0002040	sprouting angiogenesis	10	AUG_V2A.15020	1.455731438	1.679496098	0.632455532
BP	GO:0009744	response to sucrose	4	AUG_V2A.17956	-0.270354943	1.635610502	-1
BP	GO:0009744	response to sucrose	4	AUG_V2A.15638	-0.526141845	1.635610502	-1
BP	GO:0009744	response to sucrose	4	AUG_V2A.13932	0.518398302	1.635610502	-1
BP	GO:0009744	response to sucrose	4	AUG_V2A.09263	-0.50315883	1.635610502	-1
BP	GO:0034285	response to disaccharide	4	AUG_V2A.17956	-0.270354943	1.635610502	-1
BP	GO:0034285	response to disaccharide	4	AUG_V2A.15638	-0.526141845	1.635610502	-1
BP	GO:0034285	response to disaccharide	4	AUG_V2A.13932	0.518398302	1.635610502	-1
BP	GO:0034285	response to disaccharide	4	AUG_V2A.09263	-0.50315883	1.635610502	-1
BP	GO:0035561	regulation of chromatin binding	5	AUG_V2A.18779	2.04627462	1.606399758	2.236067977
BP	GO:0035561	regulation of chromatin binding	5	AUG_V2A.12488	0.903230733	1.606399758	2.236067977
BP	GO:0035561	regulation of chromatin binding	5	AUG_V2A.17838	1.755619591	1.606399758	2.236067977
BP	GO:0035561	regulation of chromatin binding	5	AUG_V2A.18140	1.200835864	1.606399758	2.236067977
BP	GO:0035561	regulation of chromatin binding	5	AUG_V2A.18778	1.008820338	1.606399758	2.236067977
BP	GO:0034612	response to tumor necrosis factor	11	AUG_V2A.13869	0.348547701	1.584133726	3.31662479
BP	GO:0034612	response to tumor necrosis factor	11	AUG_V2A.14033	0.910243875	1.584133726	3.31662479
BP	GO:0034612	response to tumor necrosis factor	11	AUG_V2A.03753	2.154081298	1.584133726	3.31662479
BP	GO:0034612	response to tumor necrosis factor	11	AUG_V2A.19929	2.223767407	1.584133726	3.31662479
BP	GO:0034612	response to tumor necrosis factor	11	AUG_V2A.13867	0.553481076	1.584133726	3.31662479
BP	GO:0034612	response to tumor necrosis factor	11	AUG_V2A.16670	2.215543416	1.584133726	3.31662479
BP	GO:0034612	response to tumor necrosis factor	11	AUG_V2A.21060	1.084356801	1.584133726	3.31662479
BP	GO:0034612	response to tumor necrosis factor	11	AUG_V2A.20485	0.555268117	1.584133726	3.31662479
BP	GO:0034612	response to tumor necrosis factor	11	AUG_V2A.01886	0.684972386	1.584133726	3.31662479
BP	GO:0034612	response to tumor necrosis factor	11	AUG_V2A.14805	0.43743541	1.584133726	3.31662479
BP	GO:0034612	response to tumor necrosis factor	11	AUG_V2A.00983	0.975101235	1.584133726	3.31662479
BP	GO:0070936	protein K48-linked ubiquitination	7	AUG_V2A.02972	0.700923249	1.448776114	2.645751311
BP	GO:0070936	protein K48-linked ubiquitination	7	AUG_V2A.18779	2.04627462	1.448776114	2.645751311
BP	GO:0070936	protein K48-linked ubiquitination	7	AUG_V2A.12488	0.903230733	1.448776114	2.645751311
BP	GO:0070936	protein K48-linked ubiquitination	7	AUG_V2A.17838	1.755619591	1.448776114	2.645751311
BP	GO:0070936	protein K48-linked ubiquitination	7	AUG_V2A.18140	1.200835864	1.448776114	2.645751311
BP	GO:0070936	protein K48-linked ubiquitination	7	AUG_V2A.18778	1.008820338	1.448776114	2.645751311
BP	GO:0070936	protein K48-linked ubiquitination	7	AUG_V2A.01886	0.684972386	1.448776114	2.645751311
BP	GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT	6	AUG_V2A.21289	1.882807513	1.358122213	2.449489743
BP	GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT	6	AUG_V2A.13264	2.079556078	1.358122213	2.449489743
BP	GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT	6	AUG_V2A.07632	2.254382473	1.358122213	2.449489743
BP	GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT	6	AUG_V2A.03765	2.760077735	1.358122213	2.449489743
BP	GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT	6	AUG_V2A.01049	0.409554139	1.358122213	2.449489743
BP	GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT	6	AUG_V2A.11509	1.643904909	1.358122213	2.449489743
BP	GO:1904893	negative regulation of receptor signaling pathway via STAT	6	AUG_V2A.21289	1.882807513	1.358122213	2.449489743
BP	GO:1904893	negative regulation of receptor signaling pathway via STAT	6	AUG_V2A.13264	2.079556078	1.358122213	2.449489743
BP	GO:1904893	negative regulation of receptor signaling pathway via STAT	6	AUG_V2A.07632	2.254382473	1.358122213	2.449489743
BP	GO:1904893	negative regulation of receptor signaling pathway via STAT	6	AUG_V2A.03765	2.760077735	1.358122213	2.449489743
BP	GO:1904893	negative regulation of receptor signaling pathway via STAT	6	AUG_V2A.01049	0.409554139	1.358122213	2.449489743
BP	GO:1904893	negative regulation of receptor signaling pathway via STAT	6	AUG_V2A.11509	1.643904909	1.358122213	2.449489743
CC	GO:0009898	cytoplasmic side of plasma membrane	12	AUG_V2A.13869	0.348547701	1.329166753	2.886751346
CC	GO:0009898	cytoplasmic side of plasma membrane	12	AUG_V2A.15668	-0.422990959	1.329166753	2.886751346
CC	GO:0009898	cytoplasmic side of plasma membrane	12	AUG_V2A.00435	1.45633269	1.329166753	2.886751346
CC	GO:0009898	cytoplasmic side of plasma membrane	12	AUG_V2A.15775	0.267701921	1.329166753	2.886751346
CC	GO:0009898	cytoplasmic side of plasma membrane	12	AUG_V2A.03753	2.154081298	1.329166753	2.886751346
CC	GO:0009898	cytoplasmic side of plasma membrane	12	AUG_V2A.19929	2.223767407	1.329166753	2.886751346
CC	GO:0009898	cytoplasmic side of plasma membrane	12	AUG_V2A.13867	0.553481076	1.329166753	2.886751346
CC	GO:0009898	cytoplasmic side of plasma membrane	12	AUG_V2A.16670	2.215543416	1.329166753	2.886751346
CC	GO:0009898	cytoplasmic side of plasma membrane	12	AUG_V2A.20485	0.555268117	1.329166753	2.886751346
CC	GO:0009898	cytoplasmic side of plasma membrane	12	AUG_V2A.01886	0.684972386	1.329166753	2.886751346
CC	GO:0009898	cytoplasmic side of plasma membrane	12	AUG_V2A.00983	0.975101235	1.329166753	2.886751346
CC	GO:0009898	cytoplasmic side of plasma membrane	12	AUG_V2A.16696	0.585896064	1.329166753	2.886751346
CC	GO:0098562	cytoplasmic side of membrane	13	AUG_V2A.13869	0.348547701	1.329166753	2.496150883
CC	GO:0098562	cytoplasmic side of membrane	13	AUG_V2A.15668	-0.422990959	1.329166753	2.496150883
CC	GO:0098562	cytoplasmic side of membrane	13	AUG_V2A.00435	1.45633269	1.329166753	2.496150883
CC	GO:0098562	cytoplasmic side of membrane	13	AUG_V2A.15775	0.267701921	1.329166753	2.496150883
CC	GO:0098562	cytoplasmic side of membrane	13	AUG_V2A.03753	2.154081298	1.329166753	2.496150883
CC	GO:0098562	cytoplasmic side of membrane	13	AUG_V2A.19929	2.223767407	1.329166753	2.496150883
CC	GO:0098562	cytoplasmic side of membrane	13	AUG_V2A.13867	0.553481076	1.329166753	2.496150883
CC	GO:0098562	cytoplasmic side of membrane	13	AUG_V2A.16670	2.215543416	1.329166753	2.496150883
CC	GO:0098562	cytoplasmic side of membrane	13	AUG_V2A.17177	-0.272529432	1.329166753	2.496150883
CC	GO:0098562	cytoplasmic side of membrane	13	AUG_V2A.20485	0.555268117	1.329166753	2.496150883
CC	GO:0098562	cytoplasmic side of membrane	13	AUG_V2A.01886	0.684972386	1.329166753	2.496150883
CC	GO:0098562	cytoplasmic side of membrane	13	AUG_V2A.00983	0.975101235	1.329166753	2.496150883
CC	GO:0098562	cytoplasmic side of membrane	13	AUG_V2A.16696	0.585896064	1.329166753	2.496150883
CC	GO:0000323	lytic vacuole	29	AUG_V2A.04914	0.64199472	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.13851	0.578024684	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.15235	0.625907333	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.19167	-0.248290253	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.20638	-0.327771197	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.06366	-0.397406826	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.10141	0.309995773	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.12016	0.651412226	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.22548	0.460481269	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.08014	0.695242005	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.01787	0.723884676	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.18195	0.751576007	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.18688	-0.371815693	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.09405	1.259218048	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.10700	0.945984327	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.11355	1.565810323	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.01049	0.409554139	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.18779	2.04627462	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.11409	0.807918392	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.14233	-0.571159079	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.13736	-0.358084802	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.09978	0.290038698	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.01430	0.468408014	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.17177	-0.272529432	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.03489	-1.643693576	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.12488	0.903230733	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.17838	1.755619591	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.18140	1.200835864	1.329166753	2.414039396
CC	GO:0000323	lytic vacuole	29	AUG_V2A.18778	1.008820338	1.329166753	2.414039396
CC	GO:0070578	RISC-loading complex	4	AUG_V2A.00902	0.484078264	1.329166753	2
CC	GO:0070578	RISC-loading complex	4	AUG_V2A.00904	1.095167896	1.329166753	2
CC	GO:0070578	RISC-loading complex	4	AUG_V2A.09093	0.688922593	1.329166753	2
CC	GO:0070578	RISC-loading complex	4	AUG_V2A.19226	1.091068062	1.329166753	2
CC	GO:0043073	germ cell nucleus	4	AUG_V2A.01580	0.960324253	1.329166753	1
CC	GO:0043073	germ cell nucleus	4	AUG_V2A.14800	0.472330078	1.329166753	1
CC	GO:0043073	germ cell nucleus	4	AUG_V2A.20006	0.548128474	1.329166753	1
CC	GO:0043073	germ cell nucleus	4	AUG_V2A.19011	-0.28410779	1.329166753	1
